r,HOCOM_BC11A_HUMAN.H11MO.0.A,HOCOM_COE1_HUMAN.H11MO.0.A,HOCOM_ERG_HUMAN.H11MO.0.A,HOCOM_ETV5_HUMAN.H11MO.0.C,HOCOM_FLI1_HUMAN.H11MO.0.A,HOCOM_GATA1_HUMAN.H11MO.0.A,HOCOM_GATA2_HUMAN.H11MO.0.A,HOCOM_GATA3_HUMAN.H11MO.0.A,HOCOM_IRF1_HUMAN.H11MO.0.A,HOCOM_IRF3_HUMAN.H11MO.0.B,HOCOM_IRF4_HUMAN.H11MO.0.A,HOCOM_IRF8_HUMAN.H11MO.0.B,HOCOM_KLF15_HUMAN.H11MO.0.A,HOCOM_MAZ_HUMAN.H11MO.0.A,HOCOM_PRDM6_HUMAN.H11MO.0.C,HOCOM_SPI1_HUMAN.H11MO.0.A,HOCOM_STAT1_HUMAN.H11MO.1.A,HOCOM_TAL1_HUMAN.H11MO.0.A,HOCOM_ZBT17_HUMAN.H11MO.0.A,HOCOM_ZN341_HUMAN.H11MO.0.C,HOCOM_ZN467_HUMAN.H11MO.0.C,HOCOM_ZN770_HUMAN.H11MO.0.C,JASPA_MA0050.2_IRF1,JASPA_MA0528.1_ZNF263,Tissue
chr10:114851362-114852109,,,,,,,4.7447274948966935,,5.0,,,4.099086932262331,,,,,,,,,,,5.603800652904264,,Ery
chr10:11492154-11492933,,,,,,,,,,,,,,,,,,,4.416801226031377,,,,,,MEP
chr10:114938788-114939644,,,,,,,,,,,,,,,,,,,,,,,,,Mono
chr10:114986139-114986977,,,,,,4.090443970758825,4.115204636051019,4.5934598195660445,,,,,,,,,,,4.015022873584507,,,,,,CLP
chr10:114995266-114995698,,,,,4.657577319177793,,,,,,4.8297382846050425,4.844663962534939,,,,4.0545314148681815,,,,,,,,,Mono
chr10:115001012-115001917,,,,,,,,,,,,,,,,,,,,,,4.111259039317107,,,CLP
chr10:115020867-115022078,,,,,,,,,,,,,,,,,,,,,,,,,CLP
chr10:115079992-115080271,,,4.045757490560675,4.216096420727265,,,,,,,,,,,,,,,4.4762535331884346,,,,,,Mono
chr10:115080706-115081107,,,,,,,,,,,4.0835460514500745,4.85078088734462,,,,,,,,,,,,,CLP
chr10:115263673-115264061,4.434152181326482,,4.177178354696896,,,,,,,,5.023191662661933,4.123205023799299,,,,4.583359492661719,,,,,,4.30715308072277,,,Mono
chr10:115294014-115294604,,,,,,,,,,,,,,,,,,,,,,,4.621602099051862,,MEP
chr10:11541382-11542065,,,,,,,,,,,4.149353764816934,,,,,,,,,,,,,,Ery
chr10:115450983-115451419,,,,,,,,,,,4.045275209020937,,,,,,,,,,4.2020403562628035,,,5.279840696594043,CLP
chr10:11546627-11547027,,4.935542010773082,,,,,,,,,,,5.0655015487564325,4.732828271596986,,,,,,,4.588380294036769,,,,Ery
chr10:115472747-115473150,,,,,,,,,,,,,,,,4.856985199745905,,,,,,,,,MEP
chr10:115484411-115484803,,,,,,4.790484985457369,5.118045028660401,4.1191864077192095,,,,,,,,,,4.346787486224656,,,,,,,CMP
chr10:115535359-115536003,,,,,,,,,,,,,,,,,,,,,,,,,MEP
chr10:11555106-11555419,,,,,,,,,,,4.149353764816934,,4.247183568811728,,,,,,,,,,,,MEP
chr10:115576834-115577238,,,4.0343280287798935,4.306273051076353,4.173925197299173,,,,,,,,4.100726812682397,,,,,,,,,,,,MEP
chr10:1155875-1156698,,,,,,,,,4.262012673666569,,,,,,,,,,,,,,4.910094888560601,,CD8Tcell
chr10:115588314-115588724,4.153044674980176,,,,,,,4.045275209020937,,,,,4.835647144215564,,4.079354998593212,,,,,,,,,,CLP
chr10:115618380-115618692,,,,,,4.254925208417943,4.519993057042848,,,,,,,,,,,4.044793462458058,,,,,,,MEP
chr10:115677416-115677775,,,,4.619788758288394,,,,,,,,,,4.497572880015566,,,,,,,4.7594507517174005,,,,Ery
chr10:115711779-115712033,,,,,,,,,,,,,,,,4.291579099865287,,,,,,,,,MEP
chr10:115720304-115721917,,,,,,,,,,,,,,,,,,,,,,,,,CD4Tcell
chr10:115777510-115778067,,,,,,,,,,,,,,,,,,,,,,,,,CLP
chr10:115790798-115791538,4.001304841688344,,4.257274868695302,,,,,,,,,,,,,,,,,,,,,,Mono
chr10:115792120-115792397,,,,,,,,,,,,,,,,,,,,,,,,,MEP
chr10:115813825-115814171,,,,,,,,,,,,,,,,,,,,,,,,,MEP
chr10:115826638-115827047,,,,,,,,,,,,,,,,,,,,4.449771646944906,,4.328827157284917,,,CLP
chr10:115927831-115928111,,,,,,,,,4.886056647693163,,,4.114073660198569,,,,,,,,,,,4.009661145212399,,NKcell
chr10:11595985-11596468,,,,,,,,,,,,,,,,,,,,,,,,,Bcell
chr10:1160104-1160886,,,,,,4.679853713888946,4.7011469235902945,,,,,,,,,,,5.1112590393171065,,,,,,,MEP
chr10:116015295-116015537,4.224025668870631,,,,,,,,5.1765257708296994,4.153044674980176,,4.105130343254747,,,,,,,,,,,5.444905551421682,,CLP
chr10:116017892-116018566,,,,4.23284413391782,,,,4.5934598195660445,,,,,,,,,,,,,,,,,MEP
chr10:116026131-116026948,,,,,,,,,,,,,,,,,,,4.931814138253839,,,,,,MEP
chr10:116054284-116054853,4.020907099361674,,,,4.688246138944246,,,,,,,,,,,,,,4.263603497723357,4.423658649794207,,,,,CLP
chr10:116201672-116202349,,,,4.034798298974088,,,,,,,,,,,,,5.435333935747911,,,,,,,,MPP
chr10:116255028-116255742,,,4.041914151478915,,,,,,,,,,,,,,,,,,,5.079354998593212,,,NKcell
chr10:116256505-116257142,,,,,,,,,,,5.6439741428068775,,,4.009217308196861,,,4.0136762229492335,,,,,,4.00436480540245,,Bcell
chr10:116276050-116276645,,,,,,,,,,,,,,4.0074464821678655,,4.361510743045363,,,,,,4.0362121726544435,,,CLP
chr10:116282063-116282403,,,,,,,,,,,,,4.709965388637482,4.2204035087421765,,,,,,,,,,,CLP
chr10:116300745-116301617,,,,,,4.103473782510445,,,,,,,,,,,,,,,,,,,NKcell
chr10:11630740-11631470,,,,,,,,,,,,,,,,,,,4.329754146925877,,,,,,MEP
chr10:116314721-116315200,4.278189384787454,,,,,,4.173925197299173,,,,4.3788237182249645,4.703334809738468,,,,,,,,,,,,,MEP
chr10:1163733-1164634,,,,,,4.259637310505756,,4.069560405233299,,,,,,,,,,,,,,,,,CD4Tcell
chr10:116394261-116394719,,,,,,,,,,,,,,,,,,4.052076380168272,,,,,,,MEP
chr10:11641655-11641896,,,,,,,,,,,,,,,,,,,,,,,,,CLP
chr10:116507990-116509580,,,,,,,,,,,,,,,,,,,,,,,,,HSC
chr10:116514048-116514991,,4.057495893831919,,,,,,,,,,,4.002176919254275,,,,,,,,,,,,MEP
chr10:116568681-116569107,,,,,,,,,4.042392712939905,,,,,,,,,,,4.1444808443321985,,,,,CD4Tcell
chr10:116574088-116574439,,,,,,5.177831920631983,,,,,,4.025949097207123,,,4.040481623027002,,,4.657577319177793,,,,4.360513510731414,,,MEP
chr10:116611858-116612537,,,,,,,,,,,,,,,,4.4461169733561245,,,4.835647144215564,,,,,,HSC
chr10:116640452-116640907,,,,,,5.274905478918532,5.317854923626168,,,,,,,,,,,5.404503778174425,,,,,,,CMP
chr10:11666774-11667636,,,,,,,,,,,6.272458742971443,6.721246399047171,,,,4.374687549038327,,,,,,,5.213958789757446,4.094743951251549,Bcell
chr10:116685295-116686333,,,,,,,,,,,4.906578314837764,,4.045275209020937,,4.0245681914907365,,,,4.224025668870631,,,,,,MEP
chr10:11674002-11674739,,,,,,,,,,,,4.18309616062434,,,,,,,,,,4.054039296422431,,,NKcell
chr10:116782595-116782844,,,,,4.136677139879544,,,,,,,4.017276612331456,,,,,,,,,,,,,Bcell
chr10:11706047-11706674,,,,,,,,,,,,,,,,,,,,,,,,,Bcell
chr10:11719876-11720607,,,,,,,,,,,,,,,,,,,,,,4.0034883278458215,,,Bcell
chr10:11725604-11725805,,,,,,,,,,,,,,,,,,,4.372634143407267,,,,,,Bcell
chr10:11761951-11762735,,,,,,,,,,,,,,,,,,,,,,,,,Mono
chr10:117774430-117774733,5.393618634889394,,,4.407823242604133,,,,4.920818753952375,4.709965388637482,,6.013676222949233,6.3788237182249645,,,,4.403402904373539,,,,,,,5.069560405233299,,GMP
chr10:117803302-117803882,,,,,,,,,,,,,,,4.1518108830086025,4.18111458540599,,,,,,,,,HSC
chr10:117843341-117844203,,,,,,,,4.7544873321858505,,,5.29073003902417,4.675717544702306,,,4.068033885271826,4.023191662661933,,,,,,,,,MPP
chr10:117968458-117969296,,,,,,,,,,,,,,,,,,,,,,,,,LMPP
chr10:118014272-118014766,,,,,4.089375595110798,,,,,4.031050319018656,,,,,,,,,,,,,,,LMPP
chr10:118168260-118168586,4.793174123968151,,,,,,,,4.276544327964814,4.124360062995832,,6.636388020107857,,,,4.812479279163537,,,,,,,,,GMP
chr10:118232141-118233176,,,,,,,,,,,,,,,,,,,,,,,,,CMP
chr10:118357739-118358357,,,,,,5.872895201635193,6.179142010560301,,,4.698970004336019,,4.3214816209598865,,,,,4.050122295963125,6.133122185662503,,,,,,,HSC
chr10:118483283-118484015,4.549750891680639,,,,,,,,,4.419075024324381,4.011887159731648,,,,,4.142064735280572,,,,,,,,,CD4Tcell
chr10:118674821-118675254,,,,,,,,,,,,,,,,,,,,,,,,,HSC
chr10:118706524-118707088,4.6108339156354665,,,,,,,,,4.097453220686009,,,,,,,,,,,,,,,Mono
chr10:118707314-118708318,,4.101823516502323,,,,,,,,,,,,,,,,,,,,,,,Mono
chr10:118712275-118712644,,,,,,,,,,,,,,,,,,,4.447331783887806,,,,,,Mono
chr10:118830813-118831326,,,,,,,,,,,4.407823242604133,,,,,,,,,,,,,,Mono
chr10:118866600-118867290,,,,,,,,,,,,,,,,,,,,4.0101054362812265,,4.126098402135538,,,HSC
chr10:11891743-11892466,,,,,,,,,,,,4.3334820194451185,,,,,,,,,,,,,GMP
chr10:118974589-118974813,,,,,,,,,4.860120913598763,,,,,,,,,4.048176964684088,4.431798275933005,,,,,,GMP
chr10:118978130-118978575,,,,,,,,,,,,,,,,,,4.30189945437661,,,,4.099086932262331,,,MEP
chr10:119022178-119022901,,,,,,,,,,,,,,,,,,,,,,,,,MEP
chr10:119032196-119032596,,,,4.254925208417943,,,,,,,,,4.364516253185088,,,,,,,,,,,,CMP
chr10:119062126-119062565,,,,,,,,,,,,,,,,,,,,,,,,,MEP
chr10:119093448-119094048,,,,,,,,,,,,4.014124642691606,,,,,,,,,4.187755303199632,,,,MEP
chr10:119107851-119108139,,,,,4.47755576649368,,4.221125527997262,,4.170696227168975,,,4.235077015350112,,,,,,,,,,,4.3448615651886175,,Ery
chr10:119167962-119168838,,,,,,,,,,,,,,,,,,,,,4.177831920631983,,,,MEP
chr10:119170755-119171853,,,,,,,,,,,,,,,,,,,,,,,,,MEP
chr10:119184325-119185001,,,,,,,,,,,,,,,,4.184422251675732,,,,,,,,,MEP
chr10:119188127-119188408,,,,,,,,,,,,,,,,,,4.238072161579471,,,,,,,MEP
chr10:119192368-119192875,,,,,,,,,,,,,,,,,,,,4.012333735073725,,,,,CMP
chr10:11921804-11922004,,,,,,4.337242168318426,4.448550002027125,,,,,,,,,,,5.1325325121409495,,,,,,,Ery
chr10:119377215-119377616,,,,,,,,,,,,,,,4.130768280269024,,,,,,,,,4.178486471595227,CD8Tcell
chr10:11940318-11940997,,,,,,,,,,,,,,,,,4.009217308196861,,,,,,,,MEP
chr10:119412355-119413064,,,,,,,,,,,,,,,,,,,,,,,,,CD8Tcell
chr10:119416254-119416618,,,,4.235823867609669,,,,,,,,,,,,,,,,,,,,4.03810452633215,Bcell
chr10:11955172-11955710,,,,,,4.396855627379819,4.580044251510242,6.431798275933005,,,,,,,,,,,,,,,,,MEP
chr10:119681084-119681350,,,,,,5.5934598195660445,,,,,,,,,,,,6.063486257521107,,,,,,,Ery
chr10:119788181-119788524,,,,,,,,,,,,,,,,,4.339134521996131,,,,,,,,Bcell
chr10:120089840-120090134,,,,,,,,,,,,,,,,,,,,4.809668301829708,4.6777807052660805,,,,MEP
chr10:12032851-12033132,,,,,,,,,,,,,,,,,,,,,,4.304518323509804,,,CLP
chr10:120380885-120381515,,4.193141970481181,,4.171984935776023,,,,,,,,,4.1095789811990855,,,,,,,,,,,,CD4Tcell
chr10:120417573-120418160,,,,,,,,5.0996328713435295,,,,,,,,,,,,,,,,,CD4Tcell
chr10:120421736-120422100,,,,4.0741724253752585,4.628932137728264,5.448550002027125,5.798602875679547,4.427128397799519,,,,,,,,4.000434511774017,,5.581698708680254,,,,,,,CD4Tcell
chr10:120457909-120458531,,,,4.393618634889395,,4.367542707815276,4.935542010773082,4.1284270644541206,,,,,,,,,,4.354577730650909,,4.2083093509798815,4.573488738635425,,,,CD4Tcell
chr10:120551806-120552626,,,,,,,,,,,,,,,,,,,,,,,,,Mono
chr10:120642278-120642733,,,,,,,,,,,,,,,4.358525889495899,4.017276612331456,,,,,,4.1444808443321985,,,MEP
chr10:12067423-12068063,,,,,,,,,,,,,,,,,,4.3260580013659125,,,,4.847711655616943,,,MEP
chr10:120820974-120821229,6.0814454694497275,,,4.787812395596042,,,,,,,6.3788237182249645,,,,,4.856985199745905,,,,,,,,,Bcell
chr10:12085835-12086320,,,,,,,,,,,,4.355561410532162,,,,,4.449771646944906,,,,,,,,Bcell
chr10:120867365-120867636,,,4.059981844992337,4.514278573518419,,,,,,,,,,,4.062983892535186,,,,,,,,,,Mono
chr10:120873365-120874463,,,,,,5.360513510731414,,4.090979145788844,,,,4.931814138253839,,,,,,4.6401645176601125,,,,,,,MEP
chr10:120879624-120880444,,,,,,,,,,,,,4.351639989019069,,,,,,,,,4.910094888560601,,,NKcell
chr10:120921183-120921592,,,,,,,,,,,,,,,,,,,,,,,,,Ery
chr10:120928328-120928679,,,,,,,,,4.199970640755867,,,,,,,,,4.0008694587126294,,,,,4.0074464821678655,,Ery
chr10:120934801-120935069,,,,,,4.313363730737707,4.216811308924743,4.721246399047171,,,,,,,,,,4.0154726866562065,,,,,,,Ery
chr10:12095466-12096402,,,,,,,,,,,4.369572124974976,,,,4.073657553374345,,,,,,,,,,Mono
chr10:12097707-12098172,,,,,,5.324221658325915,5.7011469235902945,4.449771646944906,,,,,,,,,,4.847711655616943,,,,,,,Ery
chr10:121010065-121010621,,,,4.460923901207224,,,,4.031984286006359,,,,,,,,4.025949097207123,4.673664139071248,,,,,9.764471553092449,4.023191662661933,,MEP
chr10:121043204-121043746,,,5.042871802323186,,,4.1438755557577,,,,,4.920818753952375,,,,,,,,,,,,,,Bcell
chr10:12105245-12105887,,,,,,,,,,,,,,,,4.358525889495899,,,,,,,,,MEP
chr10:121094834-121095034,,,,,,,,,,,,,,,4.018634490921456,,,,,,,4.7447274948966935,,,CLP
chr10:121128601-121129380,,,,,,,,,,,,,,,,,4.325138859262188,,,,,,,,CLP
chr10:121132951-121133328,,,,,,,,,,,,,,,,,4.866461091629782,,,,,,,,Bcell
chr10:121163815-121164015,,,,,,4.298432014944073,,4.235077015350112,,,,4.1857524042680785,,,,,,,,,,,,,MEP
chr10:12116992-12117487,,,,,,,,,,,,,,,,,,,,,,,,,Bcell
chr10:121185173-121185705,,,,,,,,,,,4.188424994129407,,,,,,,,,,,,,,CLP
chr10:121209179-121209567,,,,,,,,,7.0762380391713,5.835647144215562,4.906578314837764,5.795880017344076,,,,,4.567030709125595,,4.167491087293763,,,,,,CLP
chr10:121221522-121221822,,4.202732459169283,,,,,,,,,,4.995678626217358,,,,4.1904402853647325,,,,,,,,,Bcell
chr10:121230881-121231096,4.280668713016273,,,,,,,,,,4.0,,,,,,,,,,4.686132779630847,,,,Bcell
chr10:121261225-121262504,,,,,,,,,,,,,,,,,,,,,,,,,CD4Tcell
chr10:121279865-121280177,,,,,,,,4.056011124926228,,,,,,,,,,,4.603800652904264,,,4.120330794367947,,,Ery
chr10:121314645-121315131,,,,,,,,,,,,,,,,,,,5.082494490447453,,,,,,Ery
chr10:121315601-121315819,,,,,,,,4.081445469449727,,,,,,,6.987162775294827,,,,,,,5.570247719997592,,,Ery
chr10:121401894-121402506,,4.209714835966758,,,,,,,,4.3788237182249645,,,,,,,4.162411561764489,,,,,,,,CD8Tcell
chr10:121412741-121413049,,,,4.105683937315561,,,,,,,,,,,,,,,,,,,,,CD4Tcell
chr10:121416162-121416808,,,,,,,4.396855627379819,,,,,,,,,,,,,,,,,,MEP
chr10:121423163-121423808,,,,,,,,,4.421360790031928,,,,,,,,,,,,,,4.718966632752274,,CD4Tcell
chr10:121432503-121433156,,,,,,,,,,,,,,,,,,,,,,,,,MEP
chr10:121452687-121453158,,,,4.124360062995832,,,,,,,,,,,,,,,,,,,,,NKcell
chr10:121463466-121463809,,,,,4.243363891754152,,,,,,,,,,,,,,,,,,,,Bcell
chr10:121463987-121464514,,,,,,4.025028005701931,,,,,,5.266000713461613,,,,,,,,,,10.0,5.0301183562535,,Bcell
chr10:121464879-121465180,,,,,,,,,,,4.047207556955908,,,,5.5058454059815585,,4.281498311132726,,,,,4.402304814074489,,,Bcell
chr10:121468376-121468783,,,,,,,,,,,,,,,,,,,,,,4.107905397309518,,,Bcell
chr10:121545426-121546205,,,,,,4.033858267260968,4.545155139991491,,,,,,,,,,,4.507239610973162,4.045757490560675,,,,,,MPP
chr10:121567350-121568168,,4.025949097207123,,,,,,,,,,,,,4.764471553092451,,4.9136401693252525,,,,,,,,LMPP
chr10:121580727-121581368,,,,,,,,,,,,,,,,,,,,,,,,,LMPP
chr10:12164472-12165164,,,,,,,,,,,,,,,,,,,,,,,,,Bcell
chr10:121748609-121748826,,,,,,,,,,,,,,,,,,,,,,,,,Bcell
chr10:121899402-121899738,,,,,,,,,,,,,,,,,,,,,4.642065152999546,,,,MEP
chr10:121904418-121905307,,,,,,4.614393726401689,,,,,,,,,,,,4.769551078621727,,,,,,,MEP
chr10:12200155-12200577,,,,,,,,,,,,,,,,,,,,,,,,,Mono
chr10:122038798-122038998,,4.06398920428479,,,,,,,,,,,,,,,,,,,,,,,CLP
chr10:122192513-122193114,,,4.563837352959244,,,,,4.049148541111453,,,,,,,4.576754126063191,,4.028724151261895,,,,,,,5.419075024324381,LMPP
chr10:122342937-122343567,,,4.101823516502323,,,,4.7011469235902945,4.657577319177793,,,,,,,,,,4.2225731776106885,,,,,,,CMP
chr10:122365554-122365825,,,,4.0958256317158375,,4.250263684430939,4.510041520575165,,,,,,,,,4.6252516539898965,,4.2580609222708015,,,,,4.153662887870195,,Bcell
chr10:122400983-122401895,,4.06398920428479,,,,4.094743951251549,,,,,,,,,,,,,,,,,,,HSC
chr10:122473103-122473629,4.39577394691553,,4.82102305270683,,,4.016373712875464,,5.33161408331,,,4.127843727251707,,,,,4.348721986001856,,,,,,,,,NKcell
chr10:12250434-12251011,,,,,,,,4.0034883278458215,,,,,,,,,,,4.0101054362812265,,,,,,MEP
chr10:122509315-122510189,,,,,,,,,5.114073660198568,,,,,,,,,,,,,,,,HSC
chr10:122515266-122515751,,,4.089909454405932,4.309803919971486,,,,,,,,,,,,,,,,,,,,,HSC
chr10:122524720-122525431,,,,,,4.489454989793388,5.0936649581949105,4.110698297493689,,,,,,,,,,4.764471553092451,,,,,,,MEP
chr10:122587023-122587438,4.057991946977687,,,,,,,,,,,,4.1095789811990855,4.596879478824183,,,,,,4.616184634019569,,,,,Bcell
chr10:122817535-122817739,,,,,,,,4.012780770091995,,,,,,,,4.051587034221399,,,,,,4.4461169733561245,4.112382699664264,,Ery
chr10:122918779-122919024,,,4.134896025358872,4.4461169733561245,,,4.025949097207123,,,,,,,,,,,,,,,,,,Mono
chr10:123004223-123004862,,,,,,,,,,,,,,,,,,,,,,,,,HSC
chr10:123147846-123148046,,,,,,,,,,,,,,,,,,,,,,,,,CMP
chr10:12319869-12320382,,,5.539102157243452,,6.250263684430939,,,,,,,,4.025028005701931,,,4.987162775294828,,,,,,,,,Bcell
chr10:123201117-123201374,4.175874166083451,,,,,,,4.0034883278458215,,,,,,,,,,,,,,,,,CMP
chr10:123221664-123222247,,,,,,,4.287350298372789,,,,,,,4.1432711096171175,,,,,,,,,,,MEP
chr10:123269368-123269935,,,4.031050319018656,,,5.198596289982644,5.586700235918748,,4.2204035087421765,,,,,,,,4.485452247339714,,,,,,,,MEP
chr10:123322147-123322542,,,4.45717457304082,,4.3716110699496875,,,,,4.195860567664649,,,,,,,,,,,,10.598599459218457,,,MEP
chr10:12370880-12371189,,,,,,,,4.177831920631983,,,,,,,,,,,,,,,,,CMP
chr10:12379427-12380082,,,,,,,,,,,,,,,,,4.011441043121383,,,,,,,,HSC
chr10:12383492-12383925,,,,,,,,4.1438755557577,,,,,,4.020451625295905,,,,,,,,,,,Bcell
chr10:123984756-123985513,,,,4.034798298974088,4.170696227168975,,,4.795880017344076,,,,,,,,4.4723700991286615,,,,,,,,,LMPP
chr10:123993310-123993593,,,,,,,,,,,,,,,,,,,,,,,,,Ery
chr10:12403191-12403481,,,,,,,,4.1518108830086025,,,,,,,,,,,,,,5.0762380391713,,,Ery
chr10:124107953-124108360,,,5.037630664329979,4.679853713888946,5.199282921717615,,,,,,,,,,,,,,,,,,,,CLP
chr10:124167037-124167693,,,,,,,,,,,,,,,,,,,,,,,,,CD4Tcell
chr10:124181759-124182383,,,4.790484985457369,,,,,,,,,,,,4.268411234813262,,,,,,,,,,NKcell
chr10:124226424-124226682,,,,,,,,,,,,,,,,4.196542884351587,,,,,,,,,Mono
chr10:124228388-124229223,,,,,,,,,,,,,,,,,,,,,4.06398920428479,,,,Mono
chr10:124255510-124255905,,,4.464705879957228,,,,,,,,,,,,,,,,,,,,,4.112382699664264,CD4Tcell
chr10:124275185-124275847,4.087777943467584,,,,,,,,,,,,,,,,,,,,,,,,CD4Tcell
chr10:12429833-12430130,,,,,,,,,,,,,,,,,,,4.060480747381382,,,,,,CLP
chr10:124310450-124310857,,,,,,,,,,,,,,,,,4.458420756053419,,,,,,,4.187086643357143,CD4Tcell
chr10:124313646-124314049,,,,,,,,,,,,,,,,,,,,,,,,,MEP
chr10:124489643-124490218,,,,,,,,,,,,,,,,,,,,,,,,,CLP
chr10:124619027-124619442,,,,,,,,,,,,,,,,,,,,,,,,,CLP
chr10:124636776-124637248,,,,,,,,,,,,,,,,,,,,,,,,,MEP
chr10:124642327-124642793,,,4.229147988357856,,,,,,,,,,,,,,,,,,,,,,MEP
chr10:12490457-12491569,,,,,,,,,,,,,,,,,,,,,,,,,CD4Tcell
chr10:124919883-124920494,,,4.860120913598763,4.171984935776023,,,,,,,,,,,,,,,,,,,,,CD4Tcell
chr10:125000733-125001816,,,,,,4.103473782510445,,,4.217527375833714,,,4.241088107602026,,,,,,,,,,,,4.200659450546418,CD4Tcell
chr10:125087042-125087398,,,,,,,,,5.3223930472795065,,,,,,4.009661145212399,,,,,,,,,,Bcell
chr10:125151643-125152138,,,,,,,,,,,,,,,,,,,,,,,,,Bcell
chr10:125157700-125158063,,,,,,,,,,,4.030584087646019,,,,,,,,,,,,,,Bcell
chr10:125161937-125162850,,,,,,,,,,,,,,,,,,,,,,,,,LMPP
chr10:125222273-125223154,,,,,,,,,,,,,,,,,,,,,,,,,Mono
chr10:125244936-125245537,5.005243055412373,,,,,,,,,,6.165579296318468,,,,,4.09799710864927,4.318758762624412,,,,,,,,Mono
chr10:125282567-125282808,,,,4.062482107982653,,,,,,,,,,,,,,,,,,,,,Bcell
chr10:125296758-125297512,,,,,,,,,,,,,,,,,,,,,,,,,CLP
chr10:12555725-12556775,,,,,,,,,,,,,,4.146910470148135,,,,,,,,,,,NKcell
chr10:125723193-125723829,,,,,4.0726296369609765,,,,,,,,,,,,,,,,,,,,MPP
chr10:125756874-125757776,,,,,,,,,,,,,,,,,,,,,,,,,Mono
chr10:12577618-12578069,,,,,,,4.099086932262331,,,,,,,,,,,,,,,,,,CMP
chr10:125797369-125797757,,,,,,,,,,,,,,,,,,,,,,,,,Mono
chr10:125799950-125800241,,,,,,,,,,,,,,,4.928117992693875,5.235077015350113,4.111259039317107,,,,,4.774690718274137,,,Mono
chr10:125805288-125805626,,,,,,,,,,,,,,,5.209714835966757,5.8996294548824375,,,,,,,,,Bcell
chr10:125826741-125827292,,,,,,,,,,,,,,,,,,4.100179497572904,4.0030507515046185,,,,,,GMP
chr10:125831675-125832062,,,,,,,,,4.667561540084395,,,,,,4.09312646527793,,,,,,,,4.5543957967264035,,CLP
chr10:125839118-125839790,,,,,,,,,,,,,,,,,,,,,,,,,CLP
chr10:125843249-125843645,,,,,,,,,,,,,,,,,,,,,,,,,Mono
chr10:125932190-125932749,,,,,,,,4.139661993429006,,,,,,,,,,,,,,,,,MEP
chr10:125974015-125974650,,,,,,,,,,,,,,,,,,,,,,,,,Mono
chr10:125995365-125996175,,,,,,,,,,,,,,,,,,,,,,,,,Mono
chr10:126055317-126055865,,,,,,,,,4.1045774539605935,,,,,,,,,,,,,,,,LMPP
chr10:126108898-126109334,,,,,,,,,,,,,,,,,,,,,,,,,Ery
chr10:126112400-126112831,,,,,,,,,,,,,,,,,,4.346787486224656,,4.095284454721319,,,,,MEP
chr10:126175183-126175670,,,,,,,,,4.028260409112222,4.191789027075778,,,,,,,,,,,,,,,Ery
chr10:126239069-126239280,,,5.841637507904752,,,,,,,,,,,,,4.239577516576788,,,,,,,,,Bcell
chr10:126275344-126275652,,,,,,,,,,,,,,,,,,,,,,,,,Bcell
chr10:126286109-126286609,4.412289034981089,,,,,,,,,,,,,,,,,,,,,,,,CLP
chr10:126289632-126290602,,,,,,,,,,,,,,,,,,,,,,,,,CLP
chr10:126292926-126293498,,,,,,,,,,4.370590400897282,,,,,,4.217527375833714,,,,,,,,,CLP
chr10:126304621-126304994,,,,,,,,,,,,,,,,,,,,,,,,,NKcell
chr10:126338808-126339928,,,8.068033885271827,,,,,,,,,,,,,,,,,,,,,,NKcell
chr10:126366658-126368012,,,,,,,,,,,,,,,,,,,,,,,,,Ery
chr10:126369141-126369803,,,,4.87942606879415,4.046240308266771,,,,,4.110698297493689,,4.057991946977687,,,,6.197910742118268,,,,,,,,,Mono
chr10:126375584-126375968,,,,,,,,,,,,,4.515700160653214,,,,,,5.2644011003018205,4.367542707815276,,,,,Mono
chr10:126377369-126377982,,,,,,,,,,,,,,,,,,,,,,,,,NKcell
chr10:126378235-126378550,4.006563769502388,,,,,,,,,,,,4.095284454721319,,,,,,,,,,,,LMPP
chr10:126381166-126382036,,,,,,,,,,,,,,,5.230622673923863,,,4.214670164989233,,,,,,,Ery
chr10:126382336-126382757,,,,4.287350298372789,,,,,5.220403508742176,,,,,,4.545155139991491,,,,,,,,4.995678626217358,,Bcell
chr10:126385015-126385766,4.057991946977687,,,,,,,,4.527243550682788,,,4.123205023799299,,,,,,,,,,,4.6595558851598815,,CD8Tcell
chr10:126396135-126396541,,,,,,,,,,,,,,,,,,,,,,,4.066006836168758,,Mono
chr10:126422803-126423890,,,,,,,,,,,,,,,,,,,,,,,,,Bcell
chr10:126664456-126665293,,,,,,,,4.0034883278458215,,,,,,,,,,,,,,,,,NKcell
chr10:126686753-126687021,,,,,,,,,,,,,,,,,,,,,,,,4.714442690992227,Ery
chr10:126750256-126751023,,,,,4.636388020107856,,,,,,7.730487055782085,,4.497572880015566,,,,4.440093374963888,,,,,,5.481486060122113,,Mono
chr10:126751355-126751638,,,4.3439017979871695,4.511449283499557,,,,,,,,,,,,,,,,,,,,,CLP
chr10:126751724-126752123,,,,,,,,,,,,,,,4.16304326294045,,,,,,,,,,NKcell
chr10:126916431-126917566,,,4.0343280287798935,,,,,,,,,,,,4.068033885271826,,,,,,,,,,NKcell
chr10:126992605-126992805,,,,,,,,,,,,,,,,5.675717544702308,,,,,,5.201349354554731,,,CMP
